Genes,0a,0b,4a,4b,8a,8b,12a,12b,16a,16b,20a,20b
Mp3g14690,378.4748625,362.8972631,492.5891901,640.061887,234.6126611,537.7880106,501.1951425,511.4900669,391.3771139,448.5344304,367.5720211,223.6488824
Mp3g14700,327.1082586,355.6623404,428.7941386,444.6673245,264.5851895,380.5392381,420.1502796,421.740415,396.837689,408.9895967,330.6814134,156.5287027
Mp3g14710,4.378577527,2.07837458,0,1.554838575,0.053605259,0.761374003,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.486201049,0.093077201
Mp3g14720,3.787098445,12.32294011,8.636784745,1.896268751,4.16980333,13.45670323,4.626391774,6.582042552,11.56124674,8.363329761,22.04349311,15.06589843
Mp3g14730,492.0599536,529.8933571,321.133955,307.3286149,251.1889748,323.7773235,411.777379,398.8680995,754.7801882,793.2484868,487.3428483,205.1292505
Mp3g14740,0,1.025772932,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,2.369725098,0.676503992,5.107683809,1.992788593
Mp3g14750,3.733285728,0.013335777,0.958766993,0.013525867,2.833686096,0,4.739319446,0,0.792179936,0,7.200588827,16.8027165
Mp3g14760,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,2.551407453,1.39E-17,1.39E-17,1.021741149,0.064681769
Mp3g14770,715.6703323,744.3302208,785.1955172,759.7791883,1147.19895,656.5542292,596.1660439,718.8463576,690.0993554,612.155578,941.1578344,1911.459103
Mp3g14780,22.7762323,39.12625968,39.01903027,52.39999505,45.76595511,43.48313381,46.59310823,43.17202996,38.0090077,44.95271243,59.34944009,33.3686378
Mp3g14790,158.5144967,163.9163909,95.29152907,92.7571417,141.6211716,105.7164688,196.604634,172.8221779,201.5919365,181.5555526,178.131764,109.1832744
Mp3g14800,2024.288881,1971.151239,1399.846181,1198.940106,970.5947353,1734.200907,2067.207323,2296.472283,3089.491281,3474.477468,2522.083657,1097.517753
Mp3g14810,25.92827884,4.201548632,14.30331937,12.33406649,16.04956752,12.21520922,8.392512716,7.290223783,12.39646909,7.530455116,15.39775053,29.58754547
Mp3g14820,1196.797939,1162.899773,1501.758471,1583.166515,721.8334164,1296.465172,1264.19611,1250.549541,1151.849034,1038.929494,827.3881201,651.4769766
Mp3g14830,877.8718702,908.2497485,760.400523,801.0705468,1260.542264,825.0122299,978.1822016,993.606001,1246.297694,1329.031707,913.4632132,1175.125415
Mp3g14840,2625.409871,2714.445037,2346.005587,2755.130743,1553.161716,2691.778839,2834.876398,2962.084045,2746.940508,2715.135817,3094.522766,1446.900922
Mp3g14850,22.0838352,13.43844962,52.55118569,19.31248174,35.97179385,34.45607866,44.79213683,31.59706928,21.59557201,46.93523125,59.41045972,70.5207454
Mp3g14860,926.4703982,889.7041708,1095.861083,975.4621138,2102.890217,1173.931689,1251.157592,1222.802511,1019.750237,964.7630928,1566.80161,2179.976914
Mp3g14870,286.8218473,285.5717669,288.7501707,258.1620464,408.6073975,335.7233463,381.9901739,343.3316699,270.0762429,294.6291651,448.4873523,319.9120637
Mp3g14880,241.9025083,251.5447441,182.8718805,272.4085766,172.3817634,204.6186567,203.0616681,219.4922083,276.3430755,260.4573782,201.7207338,175.9905954
Mp3g14890,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g14900,0,4.093904936,4.713270791,11.04197818,1.958162896,4.167577761,8.392512716,7.290223783,5.404920527,3.770271745,15.33899699,8.68014356
Mp3g14910,5.496666944,5.159380239,6.721745521,1.229978164,0.113850189,1.680793478,5.594015877,4.852191659,2.98615076,3.891162947,7.140138525,0.393755405
Mp3g14920,47.73208075,35.08527441,33.37802409,26.89863967,46.28629746,25.97345376,31.67948261,30.14017236,29.12303775,23.81726772,40.9702131,44.95852529
Mp3g14930,369.4584775,244.3904857,286.7027531,506.9338084,416.7148741,193.2422896,135.0248081,161.6542799,225.2478416,203.9803612,361.5198501,503.2335716
Mp3g14940,4.565317222,5.153665444,0.958766993,0.013525867,0.166954959,2.52993366,2.84249083,0,1.459101632,2.347102199,1.39E-17,1.39E-17
Mp3g14950,403.196559,407.2198143,682.2517416,754.1172032,537.1433176,588.9151086,612.0678274,604.4587187,505.9420942,540.4582734,275.4458343,230.8737624
Mp3g14960,557.1297215,589.6879839,1189.279407,916.3253746,3356.063398,878.6836852,783.4484575,863.1561949,471.2957459,663.6911624,1319.009409,2284.008746
Mp3g14970,2.604202166,14.36528974,6.584937333,19.86909822,0.113850189,1.680793478,3.692506603,5.7738515,11.68246991,5.947608297,19.49549847,35.99533482
Mp3g14980,15.68700549,7.257210482,20.10245685,6.914996228,8.524378806,11.29535639,9.360316099,5.574001285,16.40979569,6.608272972,28.67194049,27.50661473
Mp3g14990,152.994212,168.0317818,191.4920351,228.9559595,90.61705315,229.0032964,200.2707344,213.7710705,222.0070758,238.9495974,156.568146,47.4724053
Mp3g15000,13022.70374,12263.99512,13929.56124,12048.85206,14230.18926,13154.20308,14402.72914,14183.75623,12078.48081,11818.51326,20265.44146,11875.89836
Mp3g15010,206.0892929,261.82517,340.2216961,285.0119234,523.617274,292.7275377,289.7360199,280.5818222,283.0857853,299.2342108,356.364962,360.8201166
Mp3g15020,1843.680505,2193.801972,2154.513859,2109.44866,804.4654107,1061.310458,792.8233563,731.658625,1238.683844,1299.635222,733.2125212,777.8605284
Mp3g15030,857.6799888,959.7844618,1437.938169,1365.356954,700.4153355,1190.472849,1114.206516,1102.079415,1028.216368,915.9915619,648.1147599,276.011426
Mp3g15040,3.527606399,14.37243726,4.694555021,14.32909939,8.9232208,16.60482143,14.01757648,9.651403612,12.57029749,4.316564406,11.222115,0.570530295
Mp3g15050,70.53333333,75.25284613,87.62496637,107.1698519,63.29037946,98.0210524,94.94327532,124.1932074,54.8156223,62.71892636,32.69409727,6.401891198
Mp3g15060,1084.053346,1132.991658,1544.654537,1522.872077,962.1118832,1532.888765,1466.328612,1574.484651,939.5696841,919.1864103,577.463771,261.3843953
Mp3g15070,28.41478656,26.81207571,24.8402212,13.5744272,15.52956479,25.65458588,26.09884315,23.59063437,38.60367562,20.45739191,40.97540291,48.03690358
Mp3g15080,32.96682373,35.04835267,39.06059674,40.22059718,36.61606869,21.08266548,20.53817919,15.36145131,11.72664111,5.14334416,32.73072312,17.11862141
Mp3g15090,52.35026851,34.06627979,27.70584584,14.70651557,16.67490438,19.76325653,28.02907975,17.71878759,26.84222827,21.49006807,35.80976695,21.80335971
Mp3g15100,8.185946548,12.35179524,6.641331544,9.869641993,11.98256493,3.08848316,3.576556173,19.97698454,18.41225694,7.48653346,17.35529311,5.86348674
Mp3g15110,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g15120,505.9007723,429.9254597,290.7097427,203.5392563,198.2271394,386.5351711,540.2809623,627.4454275,759.5932292,652.3222013,603.1396406,531.9579635
Mp3g15130,347.2452169,401.0143952,334.4428559,369.7739263,351.056629,456.0132043,545.9391937,513.8661477,457.930531,458.4373189,506.8920599,491.4158587
Mp3g15140,5061.162103,5077.348939,5374.395708,4757.462632,6120.651465,5483.51084,5198.371096,5533.406988,5448.842476,5445.005078,4672.691936,7465.977498
Mp3g15150,379.4467663,316.5248631,236.2657332,299.3107062,211.317001,221.7674703,298.1150966,293.6486369,440.3014544,470.8791082,354.3054555,324.0627769
Mp3g15160,20339.07631,19649.59788,19236.27414,16776.06359,105105.5423,20759.07965,22313.99664,21098.18212,16921.24595,17627.7445,110444.5694,526688.5608
Mp3g15170,114.5606046,108.257972,107.7360434,78.36677249,250.8013434,88.82951165,101.5252534,106.8901927,110.0284241,95.71549631,150.6255384,406.3951058
Mp3g15180,155.7804126,154.6436038,178.1842789,182.1151519,162.5382599,191.4712802,155.5530496,166.4571664,128.9379826,132.9866265,142.3592188,168.7154629
Mp3g15190,283.9335379,409.2289526,345.8579456,418.8825479,306.9304642,408.3984186,435.0649699,424.9799824,306.5826775,376.7096291,267.2257856,173.5321126
Mp3g15200,11.19670503,20.51988616,18.15908067,18.20758073,2.385573959,8.665922491,3.610721585,13.70124443,12.75442357,8.005968026,7.512746377,0.411098106
Mp3g15210,128.2640022,109.0417972,119.6594101,108.4053646,130.7418446,94.98504928,90.10176635,91.14565397,110.6981747,87.57729351,73.30968917,159.0953388
Mp3g15220,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.792179936,0,1.028363371,1.589202864
Mp3g15230,25.30704877,20.42825544,21.62255152,28.55207708,11.76843911,42.29306139,38.65330978,33.13222247,59.96517665,25.68888939,7.65170392,15.37761622
Mp3g15240,297.0620972,299.5019884,274.0645878,320.7054259,185.5137121,315.6942906,228.9981748,233.4160533,232.8361349,232.5423737,225.9580089,198.526009
Mp3g15250,1.39E-17,1.39E-17,0.958766993,0.013525867,1.448758655,0,0.94247253,0,0,2.45803093,1.39E-17,1.39E-17
Mp3g15260,16.64988768,5.207009297,5.672957373,11.06610087,19.96766216,7.088948927,9.244949033,15.67284086,21.07972387,31.95716803,24.62626213,50.16345179
Mp3g15270,549.7486774,660.8031033,1087.224253,1261.333958,504.564423,1078.971333,990.2843927,1032.78679,950.2664245,920.7219947,440.3070979,348.6275278
Mp3g15280,372.0950623,326.8271426,344.9466255,345.2491917,389.4626268,376.0977601,361.5171089,303.3015252,375.5352854,364.0833016,430.0931327,428.5174665
Mp3g15290,94.31726771,113.3811382,93.43394558,70.5263698,64.30377653,76.48054459,94.97663248,110.2290839,63.16283963,75.91090924,120.7458683,43.9283885
Mp3g15300,279.4114964,342.2427093,300.1078333,383.1005103,246.3029943,320.4999395,382.9273095,338.4227658,418.2745893,406.6071554,298.9482195,157.9015998
Mp3g15310,49.47749773,49.48739065,53.38796168,44.77283532,83.33302509,32.31866185,54.06151398,47.2108811,74.18775792,61.66947886,139.3391261,213.3368698
Mp3g15320,1399.338953,1292.804967,1252.121927,1189.943278,1446.32821,1236.683371,1578.127613,1666.651492,1385.340632,1319.62855,1495.066169,1306.755822
Mp3g15330,253.8722931,227.8541035,145.8465538,110.7553943,218.3527916,272.0063169,202.9413865,329.9770736,440.4442294,415.0780408,282.4847569,57.71848259
Mp3g15340,0,6.141159972,1.922670256,0.02639865,8.800867263,1.436467484,0,4.259482132,5.278447997,6.207523539,4.106645038,6.235796388
Mp3g15350,42.29685773,23.76501374,41.03290303,26.97047434,8.161093737,33.35984037,26.06097393,28.58582952,35.15138757,32.39249136,10.22278745,5.357698409
Mp3g15360,368.415638,335.0696513,450.7300833,429.073142,255.6070582,513.8673095,376.3745756,366.2413834,352.4891194,390.513242,281.5082974,106.9556503
Mp3g15370,134.6280828,164.9239409,190.5302441,237.8704425,109.6622307,204.9681817,258.1503413,188.9896471,178.7372631,154.4572279,113.6268382,73.55369742
Mp3g15380,352.7426378,408.2305938,296.3227396,334.0105195,375.5871488,280.624962,290.6781766,272.396238,312.1361285,316.1973548,465.9558104,563.2466154
Mp3g15390,46.65570666,59.76847025,36.15303371,51.26202117,12.68425282,29.90417835,26.96651052,33.55363503,45.01534685,44.81758414,39.87089678,12.8132624
Mp3g15400,168.5019017,224.7051237,243.9394616,243.5779044,117.6437929,200.7936679,199.3249759,222.7837045,252.7688503,220.1752758,194.5473671,161.6203994
Mp3g15410,539.7214895,567.0085807,582.232624,549.7443267,754.4555323,435.6439386,600.9229242,535.0275933,521.2924793,516.4092433,1164.329087,1244.948305
Mp3g15420,2068.2248,2277.319596,1834.338768,1794.375894,1107.447487,1568.099249,1675.036616,1660.067532,1574.505067,1666.099866,1736.626311,571.2999953
Mp3g15430,3443.727881,3647.436005,4555.803475,4969.625061,2851.454917,4628.278675,4423.960671,4556.084612,4312.402149,4154.640862,2370.599529,1906.192708
Mp3g15440,244.7000839,224.7588417,238.243116,216.812635,685.8096551,229.1894014,204.9508236,203.9233822,215.1962412,219.5660279,585.7686254,716.2261647
Mp3g15450,482.9831921,418.5823573,656.61824,479.4942369,1330.140377,1141.419232,1829.722627,1619.993849,1177.049686,1049.740761,738.314297,668.7959046
Mp3g15460,52.14637657,68.01290071,159.0908545,193.196214,38.56088657,142.9204182,90.36525407,88.89105015,22.93946817,20.79554859,35.78223983,12.67785291
Mp3g15470,834.7584727,962.8726236,1436.079548,1115.197651,478.5255457,1095.451872,961.4920059,773.1431288,633.5456683,598.3069299,736.1594501,253.8439968
Mp3g15480,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g15490,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.021741149,0.064681769
Mp3g15500,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.007046259,2.846153123
Mp3g15510,2568.591101,2676.299315,3038.875845,2229.158656,1606.331052,2058.309523,1523.14621,1689.538028,1984.387971,2070.42147,2273.297844,1560.323129
Mp3g15520,726.6950746,705.1655121,978.6608462,845.8736987,1489.716408,990.920134,900.8346686,983.0659059,799.7530132,885.3068676,1393.724346,1669.834941
Mp3g15530,662.1293603,637.1251487,649.7971593,788.6116989,449.914071,741.2044136,665.8864864,628.1652392,840.0515141,809.3646444,291.7916173,171.9131881
Mp3g15540,815.5910077,778.3644503,839.4663439,990.9422702,981.8780982,937.0142438,1033.190873,922.5197119,1014.751645,716.2864459,825.365101,803.8863708
Mp3g15550,89.8536494,76.3117054,87.62892937,104.9459267,1422.606032,72.85399425,87.66250775,61.73904668,68.44535078,87.56964965,567.4261967,1969.641745
Mp3g15560,22.99632779,14.46821909,14.23806013,23.33012496,15.16365886,4.657094031,7.484229109,4.788081125,5.849975076,11.83206161,25.5407862,6.165919093
Mp3g15570,0,1.025772932,1.879680808,4.412373256,16.1097251,1.311098514,1.861100033,1.605131268,3.939578693,1.410891704,2.078011394,10.28991884
Mp3g15580,988.762291,1002.067804,1508.442856,1496.053904,782.4308983,1427.883223,1235.286708,1334.653906,1291.488336,1201.316377,446.4234834,276.7737702
Mp3g15590,1.39E-17,1.39E-17,0.947218703,1.123057712,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,1.630767902,2.078011394,10.28991884
Mp3g15600,1073.063505,1103.09711,1144.42319,1189.891705,1797.02945,1063.924683,904.5478617,1027.970251,1242.655319,1140.999527,997.4429088,1398.751989
Mp3g15610,497.5186414,592.7629368,392.5027125,596.3989763,633.32925,362.5478057,313.010846,318.1487625,522.1732645,466.8197407,517.1610438,646.8996209
Mp3g15620,70.63015823,55.70014304,72.43984881,63.75186433,129.1381915,65.24084195,56.75915467,72.76492503,56.97735866,75.22031657,70.72842157,154.260298
Mp3g15630,22738.13844,23184.66011,24137.03383,22769.11428,24410.20954,24496.01923,25560.64286,25885.18067,22241.93241,22176.68342,29635.31576,20951.89876
Mp3g15640,458.2021598,437.1252592,618.4248218,632.3782514,320.922962,600.8695235,675.4340781,634.598079,580.0932312,559.6746905,293.8607239,210.3485292
Mp3g15650,1625.275765,1703.059682,2539.326355,2402.542361,4577.012272,3145.730431,3631.187299,3268.477962,2209.998351,2187.109737,2320.927317,3050.677755
Mp3g15660,2.69055011,7.229244684,4.16960576,2.506427676,1.39E-17,1.39E-17,0,6.844330244,2.437587466,0,1.040688916,0.065852996
Mp3g15670,4.809305899,2.080616107,0,2.179600279,1.448758655,0,1.39E-17,1.39E-17,3.179307477,3.433900093,0.012307917,5.138306403
Mp3g15680,2305.086668,2099.028025,1769.705072,1790.635853,6664.904163,1861.986805,1842.05053,1908.297563,1986.309725,2034.830005,4642.569175,9598.703996
Mp3g15690,26.6850012,3.173008582,16.26692326,6.870387726,5.053445141,5.756950382,3.692506603,5.7738515,3.521780299,5.934404615,23.56117588,26.24074902
Mp3g15700,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g15710,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g15720,2239.801313,1478.421038,689.8452797,872.4706851,707.2315575,744.9222597,567.318508,617.5979933,1160.028229,1261.019409,962.6173827,1247.585056
Mp3g15730,4.549417717,6.178116234,5.666059929,12.1612921,6.067405765,2.339262702,5.620393861,3.160177845,3.184524587,0.644335246,4.09468746,3.361852752
Mp3g15740,1923.82547,818.674424,1118.828436,657.2516867,592.7926078,1184.038705,963.3094569,889.1011284,633.2750938,760.152893,226.3124695,227.1545007
Mp3g15750,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g15760,126.5602651,93.85523222,339.3670331,181.3182799,248.8312924,454.6551425,404.3145185,403.7893627,146.7941997,113.3808004,114.6192137,51.6621589
Mp3g15770,15.78196192,2.119682404,5.714518434,5.599081272,15.04097106,3.820348217,5.486409669,14.97441263,17.20210999,6.58750495,16.37105419,11.71873799
Mp3g15780,49.03186761,38.54098609,58.3754856,65.95392596,163.1150704,72.53814428,52.90599418,72.07827428,45.20593274,67.63254926,196.136359,271.5012777
Mp3g15790,152.0085098,122.71184,126.8141141,83.99751957,322.9441358,123.3926449,52.88994305,124.6212798,80.29194065,67.08287264,276.522019,373.9674635
Mp3g15800,40.43280131,25.16159869,39.22474889,40.22221264,49.36177422,54.10146839,36.74273616,52.55983813,34.94235219,34.90648858,51.36247114,83.0045226
Mp3g15810,70.43743187,51.8716567,67.2280134,62.53075623,98.40114524,55.56963105,35.80129851,67.0750053,45.81997174,68.17637321,131.469784,128.9606269
Mp3g15820,422.4621513,404.1349681,474.4356951,781.8192094,268.7492853,550.8422675,606.531949,509.689165,529.7593922,493.1486461,253.9431779,216.3307427
Mp3g15830,8.240248202,8.250070719,7.647143347,4.544236649,23.60053312,1.21969834,9.348004009,6.417041822,9.930491977,9.229876846,28.75592299,92.47645428
Mp3g15840,126.4215222,138.1394161,90.56055074,73.84422456,86.62831173,81.24670507,68.85087415,94.03117719,87.63534639,99.05514501,212.9893976,193.6002116
Mp3g15850,1463.572821,1087.680783,626.0433519,653.5947656,239.6083341,295.8170148,305.5397645,328.8034096,612.8703113,613.83328,463.8392617,307.2173565
Mp3g15860,884.3440454,794.8681071,654.7028217,498.466337,1898.925932,750.7603507,773.2010928,850.9186128,805.2848238,756.0148645,1285.209351,2071.60928
Mp3g15870,153.0123956,159.7916503,298.3103734,231.4209087,482.8136004,279.6129165,243.1079552,273.3681031,229.9881615,179.8683416,253.9835423,313.5380652
Mp3g15880,2091.17779,2086.615154,2040.16608,1988.787608,2951.258606,1994.518633,2138.977773,2125.87443,1924.143991,1913.424826,3926.131579,4190.986593
Mp3g15890,687.6512801,746.8374445,1014.202229,999.7689302,301.3705402,1034.759764,857.3519287,959.1864397,872.4926714,816.7859419,294.4033827,61.85989563
Mp3g15900,32.23116357,15.52108265,21.91656887,21.24764318,31.00066224,28.69171765,5.462277697,18.32810793,19.72222223,23.27429458,39.99952792,86.82896321
Mp3g15910,20.14856209,20.61948596,9.497963313,13.34378753,20.0905751,25.5519105,9.336308303,7.260215334,12.12471606,13.96174922,23.6082828,53.17624524
Mp3g15920,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g15930,40.41222713,27.87237154,24.76683757,25.69533084,102.7537224,46.31686359,27.93227119,29.37962129,43.18892088,61.75299016,39.02188748,178.4541498
Mp3g15940,39.28474474,58.72082512,32.39966898,31.30606385,36.68327269,49.4355518,44.75376096,37.40071436,47.85449264,61.26678301,30.63758904,3.103317733
Mp3g15950,52.96933439,53.51987793,53.69442882,36.87205459,32.34895861,35.03249828,46.61245988,53.62228516,73.24819173,62.07298117,111.0901193,114.1247241
Mp3g15960,7.31037414,8.244868007,7.617605316,7.826599031,2.632535396,14.27985878,3.618879817,13.37417054,9.800237252,12.45128139,25.64386975,47.1554358
Mp3g15970,62.25147349,74.20855132,212.5237471,184.4353728,338.096264,265.0593942,263.5962023,303.5730944,122.8965379,119.0086962,177.1578325,175.6447174
Mp3g15980,10.01883566,14.41391828,35.27586031,30.23158404,59.71478996,40.82609376,40.97704777,42.42614779,11.99201499,17.96701452,18.46532003,31.3565043
Mp3g15990,0,1.025772932,0,2.179600279,0.166954959,2.52993366,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.003607102,1.452450614
Mp3g16000,5.514284092,4.134706477,4.744195003,6.669027287,2.50125237,11.75954493,5.57083762,6.544996232,2.755213567,9.588391003,1.39E-17,1.39E-17
Mp3g16010,162.2631743,134.0493779,252.481134,296.0017602,110.0982406,251.116101,216.9998368,263.6451703,185.4820841,180.085732,139.1775731,52.00432855
Mp3g16020,541.5659042,552.5800069,571.8314994,378.9869316,658.6104728,813.2269768,831.9615782,744.683729,557.7853206,627.1036589,368.5941887,220.4684518
Mp3g16030,273.9531841,302.051891,217.2066514,276.9622338,137.2821633,232.0019673,245.9763307,219.330681,410.5344638,439.1816596,193.4971059,125.182183
Mp3g16040,619.5014584,568.0596961,580.2984336,621.1794061,560.1602288,635.7577258,686.6193633,633.7667152,625.0849395,624.6543666,612.351637,520.7862323
Mp3g16050,822.9461604,740.2285032,757.5384572,810.000255,1245.958195,853.7921083,723.8080074,841.1788331,910.438817,995.0747043,716.8804189,1238.662634
Mp3g16060,5.480235613,6.184024001,1.898551283,2.236076541,5.795356183,0.673506469,0,0.836798623,2.908971288,5.523964374,10.27825871,23.08604117
Mp3g16070,355.1863902,340.9412966,336.6580355,250.9912233,502.2943597,351.3992874,222.6499583,277.2364903,206.5614893,275.4824875,393.7611409,515.5382051
Mp3g16080,118.5322355,137.4029962,158.933058,141.4087949,191.4316409,143.288313,158.3974404,115.0598055,96.11604586,95.09592954,122.4353553,210.323821
Mp3g16090,35.88965737,18.61219865,52.40182783,53.62950888,27.03648973,41.27402684,50.38952127,34.84138777,24.18191396,33.44920462,30.63098434,1.14727254
Mp3g16100,1473.584662,1301.059182,2656.599143,3980.643498,1886.328268,2530.581749,2036.529311,1863.938309,833.4000355,872.101185,897.9742949,375.9375143
Mp3g16110,561.7682632,516.5125921,870.9466009,880.4211118,747.146212,973.422941,870.1243482,859.7950034,672.9842162,792.602491,402.4530791,433.1247192
Mp3g16120,16.70932799,2.121982171,14.34816061,6.844901222,22.8617502,6.203119903,8.326058765,13.18669042,20.07005884,12.90424169,33.86296449,84.93550034
Mp3g16130,166.6485088,206.1592275,310.6546055,293.8203172,270.610819,322.8916862,304.555316,355.759284,272.3874395,289.9347891,278.4218524,89.47770971
Mp3g16140,81.47261891,103.0656559,53.40052447,41.45039264,44.89086045,60.11994074,84.76278684,87.29384938,120.6713635,109.6707536,117.7233382,76.76637124
Mp3g16150,934.6806133,983.5053092,858.5653834,843.5670616,947.6143674,935.4007693,1089.998795,1033.516937,1173.098427,1174.338649,744.4908294,893.4614235
Mp3g16160,1808.94615,1733.008091,1658.056083,1592.158637,2574.983512,1822.091875,2084.028586,1981.443229,1618.732178,1775.92255,3101.801271,3680.059285
Mp3g16170,1299.381584,1430.92336,1458.867735,1607.720845,1237.818192,1448.023338,1365.717929,1451.293887,1471.581961,1409.315378,1006.640612,1193.092911
Mp3g16180,1172.953752,1191.759152,1240.712605,1057.048167,1959.266596,1241.368946,1346.204389,1231.717003,1088.52241,962.3699054,1939.528781,2277.142591
Mp3g16190,323.4813826,318.5632254,260.0465582,404.2183012,178.4661846,332.2886424,285.0081426,344.4046655,330.537744,310.7061553,223.1861166,135.0166588
Mp3g16200,359.1593607,413.3860619,476.4507965,469.276362,702.956674,536.8714602,541.2664121,532.6679484,383.855219,398.172985,584.69135,450.1884579
Mp3g16210,2470.558294,2452.594188,1902.908209,2212.138319,1729.520057,1506.075176,1031.26407,1112.763177,1246.336601,1284.926456,2429.02082,3029.16918
Mp3g16220,2695.047555,2836.092454,3220.825137,2980.960257,1547.038586,3183.868778,2636.459913,2619.414788,2970.499376,3128.822104,1203.194564,861.1414336
Mp3g16230,4.642947838,1.053021218,0,4.351051706,8.49285299,0,0,1.69478644,0.792179936,0,3.068037586,1.811613576
Mp3g16240,2.735838524,3.09310703,0.958766993,0.013525867,1.39E-17,1.39E-17,0,1.69478644,3.127754962,1.445812208,4.154096261,26.04345921
Mp3g16250,1315.887981,1408.247219,1865.793512,1756.410344,1228.500623,1704.412404,1469.111632,1634.8844,1720.430519,1608.751683,1150.965729,800.0111212
Mp3g16260,89.76518265,98.95968549,121.9100703,162.9816148,87.49946819,115.1641272,107.2118911,80.53577286,116.0586804,108.9285892,136.1622698,95.94860797
Mp3g16270,1676.953709,1743.30499,1841.999914,1533.023381,1076.610286,1673.304818,1354.563469,1336.202816,1473.729847,1594.998955,912.4198302,988.8019131
Mp3g16280,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,2.45803093,1.39E-17,1.39E-17
Mp3g16290,1202.291961,1180.424075,1437.062961,980.074817,1315.520517,1168.550469,1036.874324,1051.5242,858.5280701,946.3781289,1343.533142,1426.981401
Mp3g16300,1.39E-17,1.39E-17,0,3.26454091,1.39E-17,1.39E-17,2.84249083,0,0,0.80178186,2.04102223,0.126159455
Mp3g16310,1.863157883,0.00698425,4.785269618,2.300086614,0.313232236,5.071532466,1.39E-17,1.39E-17,6.427226919,0.539031606,0.010326134,4.250792673
Mp3g16320,372.0489312,367.0168618,301.1120795,302.789951,300.7368059,455.3215652,674.508517,622.3456368,696.224301,607.4990254,497.5585117,162.0656494
Mp3g16330,479.2558944,484.5397551,285.8583759,297.1855476,195.8749842,286.9227045,281.2889001,332.1478932,361.0254984,352.4942277,217.0598737,155.5568802
Mp3g16340,6589.754107,5607.273562,2140.339078,1265.053784,4694.686379,3632.243203,4808.922589,5680.342037,6431.181075,6252.875885,4194.355385,2482.056376
Mp3g16350,353.7895452,293.8450354,347.7666382,415.5383756,280.6751767,364.8497471,331.6710827,309.1007218,339.7027477,317.6585628,303.0193733,124.5591251
Mp3g16360,2.014115145,1.187016022,1.39E-17,1.39E-17,0.127257071,1.891694249,2.242221839,0,0.875924342,0,3.63030718,0.216219725
Mp3g16370,220.7769265,165.8730668,371.6136932,396.6082747,426.3604214,323.1365662,324.8070727,302.5742752,210.4267351,238.2297097,364.0136178,479.2392815
Mp3g16380,1625.643003,1662.894659,1729.517979,1702.75514,3267.999713,1735.643466,2132.472504,2027.126149,1752.410424,1749.53066,2331.786993,4689.993245
Mp3g16390,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g16400,712.0398349,679.3946816,642.3040342,512.9656724,1040.885989,608.1147436,764.8926851,669.6141747,570.8985829,568.2128194,942.1793201,1860.00232
Mp3g16410,2469.645604,2429.915014,3346.613728,3026.781934,2772.686441,2959.079881,2954.135385,2973.470635,2130.974437,2144.59966,3339.344959,3052.664002
Mp3g16420,318.8789843,330.9268034,457.354998,533.982268,585.7875388,553.4730551,430.3886756,444.6075804,408.4033585,379.5001457,167.9858763,256.5696243
Mp3g16430,45.16886854,68.3932046,42.62110868,21.75745022,115.2277964,27.90328499,34.48221374,31.87176709,21.92116603,32.43469121,129.3679089,127.4614396
