Genes,0a,0b,4a,4b,8a,8b,12a,12b,16a,16b,20a,20b
Mp8g06950,63.46849162,26.88581884,68.63458187,58.18063406,108.5763216,71.15064874,56.83267713,54.61417739,73.96418076,78.11461557,51.28482345,140.8852945
Mp8g06960,416.0612169,384.5522156,357.3532648,328.5364989,313.1493346,371.3428327,340.0046738,371.2365814,500.6662795,504.0570589,368.617947,273.0924539
Mp8g06970,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.892842853,0,0,0.80178186,1.39E-17,1.39E-17
Mp8g06980,662.5372632,660.8312668,626.0649053,594.4325303,671.0884185,675.8967519,862.6992357,784.6707335,732.8825592,627.5797422,667.3173656,665.2939
Mp8g06990,3.579232016,9.245606833,7.647143347,4.544236649,11.97532798,3.041804957,0,5.111134208,9.800237252,12.45128139,6.200388235,27.13625676
Mp8g07000,2237.722352,2674.216201,1821.041577,1480.524043,1109.835855,2084.928131,1674.988284,1919.615252,3054.463438,3199.942272,909.226718,339.1028548
Mp8g07010,95.15835183,143.2472962,91.47440985,91.62610414,42.66140905,94.95474573,62.42470465,59.50259924,153.2991328,167.8382774,28.60619214,6.27436739
Mp8g07020,19.30535479,13.42890517,8.569288541,8.94070748,6.067405765,2.339262702,1.797689027,6.708977886,3.792237185,3.847933412,12.24290649,0.610628556
Mp8g07030,50.38717364,51.54674666,57.12623216,73.63491708,52.21191684,98.14460066,47.40436186,72.06531683,74.26151723,56.96534839,15.42983242,50.99346606
Mp8g07040,2.663650254,8.21382005,0.937493452,2.209774332,4.517635403,1.538659816,1.39E-17,1.39E-17,15.87257361,20.21645946,1.068241643,17.46400382
Mp8g07050,0,1.025772932,0.88625588,10.93018396,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.660922034,2.39906902,3.080726969,4.680981873
Mp8g07060,4552.592326,4337.146672,5620.184908,6427.648854,5254.40056,6834.012175,6782.129881,6854.09024,8140.083597,8052.699086,2880.643855,4610.141191
Mp8g07070,147.5436047,142.2763166,147.704193,141.924956,93.89078304,115.9396095,117.3555175,126.4882929,141.8193266,160.1379815,138.2104045,97.55744463
Mp8g07080,1763.071839,1932.988538,2124.999974,1861.475613,2714.868994,2444.815427,2832.104925,2761.3416,2783.589869,2720.534994,1622.121638,2807.495983
Mp8g07090,110.890294,106.1943568,101.9727149,93.90116843,95.53833949,118.4066786,145.3681277,126.3178607,145.7757922,143.7657512,163.807053,112.1455999
Mp8g07100,854.0684451,836.0926461,678.4713439,653.6403141,679.2855889,687.3986187,734.0965321,752.9623615,986.8920329,965.5747353,877.5944637,884.3222615
Mp8g07110,491.2180596,439.1960544,411.5848063,556.2445872,262.2956758,299.0362113,324.2030112,316.4821223,309.8409702,315.4294466,408.5713571,350.0200309
Mp8g07120,716.5444618,828.8509301,797.5758444,796.6318913,853.1383998,577.0169646,594.355273,608.5696988,727.5456939,619.8432631,518.2256524,964.6285147
Mp8g07130,360.1715828,324.7666802,360.1834575,376.5088954,134.5185076,283.0964904,238.6649199,210.3479105,311.23062,358.8584823,166.8243832,63.32207115
Mp8g07140,279.4751941,289.6896848,351.6407356,316.2582186,592.1570135,310.7505237,320.4918896,298.4953072,240.4743367,225.6634513,446.4758661,438.2253712
Mp8g07150,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g07160,497.6122858,468.0553532,811.8677461,816.7388638,592.8850777,671.0701998,598.9845702,669.8316373,388.5089466,377.2277542,396.2721195,308.4017597
Mp8g07170,512.1187555,718.5117675,658.4609882,632.4136852,562.1484673,718.8105989,1131.059196,874.2644791,545.6012536,598.4711649,531.5201363,823.4320991
Mp8g07180,0.909703785,1.032826462,0,1.099548717,1.39E-17,1.39E-17,2.84249083,0,1.554160193,0.712307459,0.010326127,4.250789289
Mp8g07190,28.32657802,38.1179553,34.32955349,28.01270086,57.27309589,26.69322727,28.90169298,25.20166864,23.88666791,15.99497885,52.35698064,401.2083309
Mp8g07200,1222.476473,1131.978997,1496.111712,1165.473692,1189.210485,1643.634833,1547.386945,1621.777192,1070.68723,1206.168584,885.7175218,494.5141391
Mp8g07210,0.926928744,0.003577278,2.886152602,0.038667358,1.39E-17,1.39E-17,0,0.836798623,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g07220,0,7.404336206,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.008598877,3.501424886
Mp8g07230,699.2032443,679.1518202,812.8162838,833.4871424,806.3207233,1148.432468,1103.956423,1099.640879,792.2555774,779.2592262,471.053714,468.0416771
Mp8g07240,264.8422187,254.6487365,153.4064587,158.6463037,129.1247565,221.3338671,274.8394738,258.5315535,287.4873994,358.1693573,181.125011,42.93294692
Mp8g07250,477.4636953,436.1006729,259.2114308,230.2330115,359.7015902,314.4210806,446.2378795,444.5757028,561.008893,542.6690933,378.8224643,203.0006081
Mp8g07260,1145.439562,1230.926067,1638.985312,1662.515797,851.2664692,1614.345768,1430.013796,1454.517124,1219.02317,1092.266897,730.0613108,391.5100575
Mp8g07270,204.2787976,244.3081616,263.4853101,249.7510204,167.6387769,289.5178182,255.7429254,239.3570055,217.0999755,222.2750299,187.3210476,87.18851504
Mp8g07280,204.2787976,244.3081616,263.4853101,249.7510204,167.6387769,289.5178182,255.7429254,239.3570055,217.0999755,222.2750299,187.3210476,87.18851504
Mp8g07290,1721.814613,1984.52747,2209.669719,3623.060873,946.7342542,2278.954737,2438.967015,2359.976097,1898.877176,2027.15307,1386.396396,395.9225915
Mp8g07300,267.5623183,277.3185114,304.9442096,279.3775735,272.6460302,374.7521935,374.491454,387.5049776,313.6200606,330.1546193,286.7339264,297.9279555
Mp8g07310,2147.091529,2052.599829,2586.155819,2752.953935,3462.072684,2488.155558,2635.548947,2437.435908,2118.820854,2028.574152,2298.946553,2293.745515
Mp8g07320,1460.6876,1519.592347,1652.327512,1664.754267,1275.237842,1507.985779,1629.489373,1663.790013,1379.911563,1415.553581,1542.122797,896.0955568
Mp8g07330,1864.756944,2220.606115,3094.898393,5560.372448,943.8689195,2814.590366,2515.356142,2456.245177,2243.927097,2275.263932,1298.365338,530.6375488
Mp8g07340,2099.388353,2274.229316,2962.564304,3041.121909,1701.841001,2680.147293,2066.153362,2118.560976,2819.492462,2652.41229,1022.986843,873.5324284
Mp8g07350,30.27494006,25.54399389,30.53626924,21.35094697,138.2253063,21.33445041,21.46137609,17.01315341,23.30344908,38.21482658,87.1535718,336.347579
Mp8g07360,694.5281626,852.5532966,1129.148089,1332.829751,1847.046711,1460.002599,1453.312377,1442.25828,1092.252989,1038.987701,1398.809812,1245.493488
Mp8g07370,735.8712089,692.7988063,752.7867131,760.8721387,1239.049492,756.7951942,816.0859772,818.2037749,796.7299268,858.9915216,796.7275695,1059.054524
Mp8g07380,108.0758026,124.7295553,45.72218822,69.09872969,181.2989278,42.72753072,70.95164784,38.76797154,59.56269028,56.37115549,403.5810417,1405.898534
Mp8g07390,1412.116863,1478.354051,2047.85495,1514.093966,1462.679536,2132.339465,2318.770045,2373.079376,2101.15649,2209.590467,1460.180153,709.0808893
Mp8g07400,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,1.69478644,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g07410,10.20974728,2.103201692,23.88218967,13.56370927,41.13795753,5.172061768,8.326058765,13.18669042,18.59177228,10.54752502,34.86549093,64.72408515
Mp8g07420,0.928061658,0.003581501,1.39E-17,1.39E-17,4.384108107,0.706948526,0.915821213,1.648282199,1.613902002,0,1.39E-17,1.39E-17
Mp8g07430,42.07213112,54.61307263,85.6866788,124.9565911,96.50955112,92.76072814,88.45079571,104.5315565,83.32809159,70.96366854,67.62741554,105.2454084
Mp8g07440,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.792179936,0,1.39E-17,1.39E-17
Mp8g07450,4522.372517,4100.039488,5477.353178,4031.331796,7904.292696,6509.205157,7841.397779,7376.117456,5140.457952,5271.857345,6848.722475,8452.544958
Mp8g07460,458.1792568,462.8901632,628.8432025,859.0186627,371.3485143,612.2620767,535.6247554,618.4667123,618.175019,640.1557811,527.2824854,228.6908982
Mp8g07470,671.6893585,689.6926353,684.1726328,707.2296407,969.7146962,739.7220717,621.3124145,764.548061,654.8827965,636.994586,973.8415071,889.4446395
Mp8g07480,195.9530025,291.6990475,381.1310315,428.9793495,207.8348869,370.0362382,318.6654373,264.9540798,339.0685278,282.7499686,135.1828517,147.9960755
Mp8g07490,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g07500,11.06167943,6.212855555,35.22173083,43.50076455,21.92315896,84.51331655,51.26171658,45.59206451,30.57967469,27.7465111,21.58429461,73.21894875
Mp8g07510,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.612713073,0,1.39E-17,1.39E-17
Mp8g07520,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g07530,1475.410097,1325.798976,2245.986353,2258.031736,2419.176322,2581.295273,2729.62203,2705.068273,1849.377446,1793.56569,1994.817175,2164.63218
Mp8g07540,421.4299271,542.235212,474.6385032,309.7213844,1682.225457,517.3972765,533.8941832,412.5434172,475.0758996,349.106692,991.3243386,1792.579671
Mp8g07550,589.3760784,407.2735586,363.0355747,391.0167714,201.7830412,445.7692387,433.1632289,476.4783673,442.4409734,542.156123,199.6794319,185.4871069
Mp8g07560,1.39E-17,1.39E-17,0,2.179600279,0.058270746,0.830913042,1.825386012,4.159859774,1.39E-17,1.39E-17,1.021741149,0.064681769
Mp8g07570,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g07580,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g07590,12.8416366,11.35002633,0.901920542,7.651794208,172.7004927,4.056824456,3.647123402,10.00432271,10.9285052,5.169431569,10.3517499,119.6785143
Mp8g07600,1.39E-17,1.39E-17,0,4.351051706,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.003607102,1.452450614
Mp8g07610,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.94247253,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g07620,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g07630,108.0997362,116.4882194,14.18623238,36.57166122,0.664335431,12.65573541,27.95663819,26.05193498,21.79807404,35.09927043,18.38374318,4.319692731
Mp8g07640,5.480235613,6.184024001,4.73569005,7.761276083,9.067849165,3.105978322,11.26099804,4.680979654,3.469772555,11.96488484,26.55628198,4.630763026
Mp8g07650,1.39E-17,1.39E-17,1.39E-17,1.39E-17,4.230758367,0,1.39E-17,1.39E-17,0,1.630767902,0.007046259,2.846153123
Mp8g07660,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,0.836798623,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g07670,1.39E-17,1.39E-17,1.39E-17,1.39E-17,12.84805153,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g07680,11.8206447,19.55539624,28.60301691,24.63910248,56.39491627,15.86592201,13.87814117,24.72153956,19.76773588,21.68242049,56.35828789,84.4434594
Mp8g07690,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g07700,67.89802141,50.55124713,77.28991354,41.59523802,634.4354254,59.73756733,62.41406454,61.97809983,59.05835745,41.45046607,175.1907998,401.977994
Mp8g07710,22.92539849,20.62972555,10.48975413,8.977435828,13.54493613,18.1602199,15.90126635,9.604517997,10.00460362,7.616649275,23.55221708,22.66353562
Mp8g07720,760.5674983,802.0607384,1149.178599,1243.498053,799.9059068,1194.466384,1102.114561,1030.241185,918.2434954,864.2530607,960.4850265,603.7576366
Mp8g07730,1.39E-17,1.39E-17,0,8.710746124,1.39E-17,1.39E-17,1.39E-17,1.39E-17,2.222307929,3.119135339,0.007046259,2.846153123
Mp8g07740,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.698418717,1.574907563,1.021741149,0.064681769
Mp8g07750,31.29461507,16.54614155,10.3858805,27.66450371,40.01130905,8.505027153,6.474894307,9.888094676,13.23315939,6.700329677,74.74723886,67.92610349
Mp8g07760,2841.771215,2337.157807,1859.099326,1939.585157,3485.581927,1799.682952,1725.292078,1997.122638,2957.463048,3284.277595,4118.564556,2185.946132
Mp8g07770,0.926928744,0.003577278,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,0.836798623,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g07780,2935.129049,3167.018194,3206.529318,2996.596653,3282.803228,2982.755094,2933.651407,2854.337418,2865.977401,2907.669882,4236.422494,4970.292208
Mp8g07790,110.0183557,92.80815388,184.0286536,101.9593567,302.9884112,185.2168248,162.0764862,172.1616638,83.98977936,79.56180482,184.3543208,239.3143491
Mp8g07800,669.8316757,731.9519078,417.3245479,507.1449008,293.4210775,337.6446582,269.2452102,256.912127,772.3037216,834.254032,686.046337,431.3945947
Mp8g07810,43.01119094,51.52938812,25.72454848,25.70759288,69.36900159,44.89242043,23.25623239,26.98170026,55.55799751,65.05929584,102.4255039,126.7402339
Mp8g07820,1.788591069,4.110026091,1.39E-17,1.39E-17,0.113850189,1.680793478,0.927516214,0.794401521,0,1.630767902,1.038830752,4.409260019
Mp8g07830,40360.09713,43535.307,43540.07886,37396.57789,31258.00371,33471.70821,32446.22657,32133.97969,37108.6094,36714.24169,26804.01434,38460.07973
Mp8g07840,2488.883688,2524.755814,3108.374287,3077.007801,2953.09545,3571.036058,3623.964352,3679.116806,3145.407883,2970.985238,2292.799116,2317.868446
Mp8g07850,3148.661755,3267.024769,2331.752993,2290.446316,1818.413007,1864.29072,1497.079245,1572.016953,2791.975906,2751.468736,2022.523482,3764.051919
Mp8g07860,1.39E-17,1.39E-17,0,2.18184444,1.451353646,0,1.39E-17,1.39E-17,0,0.80178186,0.007046259,2.846153123
Mp8g07870,2.798646649,0.010233339,1.39E-17,1.39E-17,0.058270746,0.830913042,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g07880,11.86304208,15.44974642,3.792187702,5.553851095,14.63198241,1.332902137,4.720775823,0.674014156,5.559428349,1.349066483,32.82762939,70.82608386
Mp8g07890,140.0552147,210.2557541,334.5075583,276.081361,273.8861814,326.9986812,359.6163408,338.4766223,264.1592878,242.6493739,173.0697134,185.1010804
Mp8g07900,1490.939606,1508.256352,2134.525296,1899.454321,6098.627362,1340.997368,917.5904687,1042.654016,713.5884313,734.468798,2885.801164,6950.947054
Mp8g07910,0.926928744,0.003577278,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.892842853,0,1.39E-17,1.39E-17,2.04102223,0.126159455
Mp8g07920,1589.945262,1472.187059,1759.078427,1586.607884,2841.388699,1794.901295,2018.825244,1866.394597,1605.087426,1623.528076,2977.922442,4582.878486
Mp8g07930,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g07940,4662.604634,3975.305715,3186.554075,2560.941785,16944.19897,3254.51785,3124.615378,3192.926454,3495.605682,3718.717571,10237.28771,22584.98798
Mp8g07950,3617.13019,2342.346,1580.008722,1031.492205,1316.368334,1535.897078,1714.14364,1806.962221,1586.635484,1803.021327,728.1017819,838.8204825
Mp8g07960,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.394310108,6.621472737,0,1.794697459,0,2.684084053,1.39E-17,1.39E-17
Mp8g07970,3.231357387,3.177031746,8.760745364,3.826509185,3.696047008,4.385893244,0,9.723041823,2.306141436,3.982888356,2.129674756,17.68027511
Mp8g07980,4.534590055,7.20267412,0.914311364,5.471625499,12.54447726,7.2401444,13.22514203,0.506946681,6.367176218,1.32138977,23.5560936,24.1702324
Mp8g07990,1398.323908,1646.378076,939.5458837,991.0074788,633.0948105,991.6525488,840.2493108,1007.625061,2056.071295,2264.533739,676.8784926,644.489397
Mp8g08000,54.00821298,63.90082722,23.80360942,26.78573923,23.29024886,27.99545563,21.39627794,24.52525483,59.34957012,71.26923215,53.22992506,40.86105959
Mp8g08010,395.8267718,441.2259743,356.3497132,412.2048591,177.5684796,466.4308646,392.1833788,416.8965086,495.34141,490.8970108,212.8476291,36.75853548
Mp8g08020,441.7000179,406.1716572,472.4789619,282.92425,527.8557007,407.7300305,557.0764136,485.1171752,347.9290407,364.1617187,398.2328354,303.6244921
Mp8g08030,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.792179936,0,1.39E-17,1.39E-17
Mp8g08040,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,3.068037586,1.811613576
Mp8g08050,7.341735909,6.194771571,3.754051304,11.01646856,4.862167088,4.067652726,1.875846598,0.758810541,6.259225165,2.925997574,1.038830752,4.409260019
Mp8g08060,10.91362113,17.49751243,10.45053585,14.46042644,16.04956752,12.21520922,13.01942745,14.7146872,12.3575292,8.335194633,20.49519282,25.4670512
Mp8g08070,363.7701388,388.6547385,381.0937932,510.4412856,336.5950572,481.5555181,510.5090406,524.5484232,496.3123907,410.3009067,366.5812339,300.2079812
Mp8g08080,16.73110613,1.089559575,9.605164796,1.267049647,29.55138492,0.36815596,1.847999055,2.456336752,0.660922034,2.39906902,32.86974818,136.8840162
Mp8g08090,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.797363209,0,2.060251216,4.551567873
Mp8g08100,7157.833658,7310.347861,4976.168988,3059.389802,3040.635383,4852.470524,4013.393905,3864.250621,6132.590487,6832.090676,2640.89853,1467.442248
Mp8g08110,0.890190207,2.056035943,1.39E-17,1.39E-17,0.113850189,1.680793478,0.94247253,0,2.908971288,5.523964374,2.065303565,5.975672121
Mp8g08120,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.792179936,0,1.39E-17,1.39E-17
Mp8g08130,4598.385237,4664.973874,4101.265923,4532.76048,2494.071712,4082.140923,3932.34408,3781.040889,3850.568603,3922.77008,4005.926663,2221.277318
Mp8g08140,0.926928744,0.003577278,1.922670256,0.02639865,864.0760986,0.757037716,1.861100033,1.605131268,2.369725098,0.676503992,381.1194327,893.3813933
Mp8g08150,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,6.566269125,3.129876149,1.39E-17,1.39E-17,0.003607102,1.452450614
Mp8g08160,2129.687482,2001.05371,846.1479816,947.3990531,734.2690427,600.9862502,655.8470131,660.7645792,1398.067997,1652.308959,1412.099076,1036.645207
Mp8g08170,35.99786234,17.96650782,51.39508411,33.30645367,445.3076842,29.08829728,34.76159745,36.75187489,30.88417685,24.95499278,96.50425447,1073.500266
Mp8g08180,1705.245798,1838.792661,2089.8312,2218.162416,1411.443228,2444.033089,2602.592248,2686.310065,2040.693553,2032.88907,1530.653061,317.6712943
Mp8g08190,5673.299294,5761.886804,4554.922189,3663.697985,5136.641747,4060.142766,4068.335965,4193.067846,5769.300843,6324.137857,7004.383933,9391.346764
Mp8g08200,1121.148604,1282.959987,1598.470186,1341.898558,1121.668122,1750.278085,1645.344539,1741.671808,1451.15555,1521.808498,1182.4481,878.2653453
Mp8g08210,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g08220,737.2660753,563.8496541,649.7093925,629.6087455,2602.994187,835.0863324,854.7955283,794.6619586,690.2841412,647.3817844,2942.833267,4278.608505
Mp8g08230,1014.329797,1103.967816,986.0901902,1520.319271,791.5751655,1121.308321,1102.049542,1193.527889,1203.712065,1121.687945,692.1793214,394.5861612
Mp8g08240,1418.574963,1336.101282,1555.164505,1359.81717,684.3897001,1333.491797,1021.001229,1153.59371,1226.541005,1212.206879,520.1822374,416.2545005
Mp8g08250,46.88942375,25.83027356,21.82765933,42.22536785,11.33987534,34.94451713,29.82727731,26.84855566,36.03106662,28.42117101,32.755694,26.21158851
Mp8g08260,0.926928744,0.003577278,1.39E-17,1.39E-17,1.875676714,3.320821209,1.892842853,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g08270,1559.657705,1618.562322,1634.266348,1364.312096,1432.25024,1506.239205,1375.023157,1510.059419,1465.407497,1488.238046,1459.240034,1444.910531
Mp8g08280,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g08290,8.277101053,5.903477305,22.63739067,3.620498338,15.48236137,24.81882828,20.10051386,33.84522723,8.981315255,11.43493417,21.26040336,0.910504473
Mp8g08300,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp8g08310,2515.490682,2324.769294,927.1595355,972.0172143,2028.131127,777.8449798,1073.162467,1246.616999,2086.694392,2120.644153,2385.015312,3848.239846
Mp8g08320,3.546489652,12.32114619,0.914311364,5.471625499,11.97532798,3.041804957,3.74155656,2.380203492,4.89527324,17.49953367,15.43317016,54.08433145
Mp8g08330,4713.849881,4774.253064,6237.714477,5785.334634,3554.534369,5672.920042,4882.572378,4928.057079,5143.537556,5156.638114,2758.702734,2160.764534
